Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch
PSc390610,2012-05-10,12h21m36.808s,47d40m17.6s,12,12,0,793913645.995,895169130.495
PSc390610,2012-05-10,12h21m36.808s,47d40m17.6s,13,13,0,793913645.995,895169130.495
PSc390629,2012-05-15,14h07m32.775s,54d01m31.03s,5,5,0,740069387.995,926351852.995
PSc390629,2012-05-15,14h07m32.775s,54d01m31.03s,19,19,0,740069387.995,984157444.995
PSc390705,2012-04-29,16h16m28.085s,56d13m09.98s,2,2,0,772165825.495,772171755.495
PSc390705,2012-04-29,16h16m28.085s,56d13m09.98s,2,2,0,772165825.495,772171755.495
PSc400042,2012-06-07,16h08m55.211s,54d21m01.89s,67,67,0,768413456.495,991763952.495
PSc400061,2012-06-07,16h15m04.846s,54d54m26.67s,39,39,0,741010750.995,926606252.495
PSc400061,2012-06-07,16h15m04.846s,54d54m26.67s,79,79,0,741010750.995,991740278.495
PSc400103,2012-06-07,16h14m51.79s,55d10m56.58s,38,38,0,741010750.995,926606252.495
PSc400103,2012-06-07,16h14m51.79s,55d10m56.58s,78,78,0,741010750.995,991740278.495
PSc400106,2012-06-07,16h04m57.504s,55d01m27.09s,17,17,0,829089441.995,926612168.495
PSc400106,2012-06-07,16h04m57.504s,55d01m27.09s,64,64,0,773117927.995,991746196.995
PSc400202,2012-06-10,16h01m39.997s,54d53m50.77s,20,20,0,799025234.495,837810592.995
PSc420100,2011-08-04,22h12m25.276s,0d51m05.09s,17,17,0,775817192.495,906202361.995
PSc420100,2011-08-04,22h12m25.276s,0d51m05.09s,49,49,0,775817192.495,966506585.495
PSc420138,2012-07-28,23h30m59.539s,0d08m29.36s,180,180,0,745852719.495,909461422.495
PSc420138,2012-07-28,23h30m59.539s,0d08m29.36s,202,202,0,745852719.495,940483695.495
PSc420159,2012-07-29,22h14m44.276s,1d13m04.19s,10,10,0,775893270.995,906409867.495
PSc420159,2012-07-29,22h14m44.276s,1d13m04.19s,46,46,0,775893270.995,997157957.995
PSc420171,2012-08-08,22h17m22.893s,-1d02m51.48s,4,4,0,903273847.495,904948232.495
PSc420171,2012-08-08,22h17m22.893s,-1d02m51.48s,32,32,0,903273847.495,967825584.495
PSc420196,2012-08-12,23h27m02.697s,-1d01m42.19s,5,5,0,745781686.495,908048071.495
PSc420196,2012-08-12,23h27m02.697s,-1d01m42.19s,10,10,0,745781686.495,940448571.995
PSc420206,2012-08-08,23h34m00.003s,-0d18m07.91s,111,111,0,750114429.495,909461422.495
PSc420206,2012-08-08,23h34m00.003s,-0d18m07.91s,119,119,0,750114429.495,940454485.995
PSc420239,2012-07-28,22h14m39.38s,0d29m50.29s,10,10,0,775817192.495,906214207.995
PSc420239,2012-07-28,22h14m39.38s,0d29m50.29s,47,47,0,775817192.495,997760957.995
PSc420246,2011-08-03,23h29m18.051s,0d21m05.6s,70,70,0,745852726.495,904060868.995
PSc420246,2011-08-03,23h29m18.051s,0d21m05.6s,88,88,0,745852726.495,940483695.495
PSc420258,2012-08-12,23h29m42.661s,0d42m19.3s,9,9,0,745852726.495,904060868.995
PSc420258,2012-08-12,23h29m42.661s,0d42m19.3s,15,15,0,745852726.495,940483695.495
PSc420259,2012-08-16,2h27m06.966s,-3d10m56.29s,24,24,0,753659662.995,911290197.995
PSc420259,2012-08-16,2h27m06.966s,-3d10m56.29s,49,49,0,753659662.995,973587068.995
PSc420350,2012-08-05,2h21m56.371s,-3d51m31.72s,4,4,0,847419011.495,911302029.495
PSc420350,2012-08-05,2h21m56.371s,-3d51m31.72s,47,47,0,847419011.495,973598900.495
PSc420355,2012-08-16,22h16m27.222s,0d19m31.94s,93,93,0,746379489.995,906219568.995
PSc420355,2012-08-16,22h16m27.222s,0d19m31.94s,176,176,0,746379489.995,997760957.995
PSc420417,2012-08-22,22h13m58.853s,-0d11m29.8s,7,7,0,843140799.995,906214207.995
PSc420417,2012-08-22,22h13m58.853s,-0d11m29.8s,44,44,0,843140799.995,969742099.495
PSc420430,2011-10-02,22h21m12.215s,1d03m16.12s,1,0,1,1002451903.495,1002451903.495
PSc420435,2012-08-21,22h13m10.3s,0d58m12.58s,10,10,0,775893270.995,906409867.495
PSc420435,2012-08-21,22h13m10.3s,0d58m12.58s,46,46,0,775893270.995,997157957.995
PSc430004,2012-08-15,23h24m27.125s,-0d45m15.28s,9,9,0,745781686.495,908048063.995
PSc430004,2012-08-15,23h24m27.125s,-0d45m15.28s,13,13,0,745781686.495,940626019.495
PSc440003,2012-09-06,23h26m57.459s,-1d36m48.28s,4,4,0,750468667.495,904096537.995
PSc440003,2012-09-06,23h26m57.459s,-1d36m48.28s,9,9,0,750468667.495,940448571.995
PSc440012,2012-09-06,23h25m59.895s,-1d13m47.12s,5,5,0,745781686.495,908048063.995
PSc440012,2012-09-06,23h25m59.895s,-1d13m47.12s,10,10,0,745781686.495,940448571.995
PSc440040,2012-10-04,23h29m31.668s,0d42m16.85s,10,10,0,745852726.495,904060868.995
PSc440040,2012-10-04,23h29m31.668s,0d42m16.85s,16,16,0,745852726.495,940483695.495
PSc440162,2012-10-04,23h33m03.849s,-0d54m45.6s,10,10,0,842881163.995,909438198.995
PSc440162,2012-10-04,23h33m03.849s,-0d54m45.6s,19,19,0,842881163.995,940454485.995
PSc440201,2012-10-05,22h15m53.83s,-0d12m54.21s,12,12,0,843140799.995,906226029.995
PSc440201,2012-10-05,22h15m53.83s,-0d12m54.21s,83,83,0,843140799.995,969742099.495
PSc440216,2012-09-06,23h33m57.104s,-0d32m32.97s,6,6,0,750114429.495,904072703.995
PSc440216,2012-09-06,23h33m57.104s,-0d32m32.97s,11,11,0,750114429.495,940454485.995
PSc440229,2012-10-06,2h28m17.337s,-4d25m24.36s,41,41,0,752588381.495,911307944.995
PSc440229,2012-10-06,2h28m17.337s,-4d25m24.36s,81,81,0,751332712.495,973604811.995
PSc440236,2012-09-26,2h28m24.444s,-4d25m28.58s,41,41,0,752588381.495,911307944.995
PSc440236,2012-09-26,2h28m24.444s,-4d25m28.58s,81,81,0,751332712.495,973604811.995
PSc440242,2012-10-04,3h27m45.146s,-28d28m48.05s,27,27,0,754493199.495,913112048.995
PSc440242,2012-10-04,3h27m45.146s,-28d28m48.05s,55,55,0,754493199.495,975840475.495
PSc440296,2012-10-04,3h36m14.604s,-27d24m18.55s,24,24,0,754843160.995,913123878.995
PSc440296,2012-10-04,3h36m14.604s,-27d24m18.55s,60,60,0,754843160.995,975852313.495
PSc440398,2012-10-04,3h27m47.165s,-26d57m02.83s,32,32,0,818237995.995,913135708.495
PSc440398,2012-10-04,3h27m47.165s,-26d57m02.83s,62,62,0,818237995.995,975864137.995
PSc440474,2012-10-09,22h18m53.301s,-0d26m25.85s,5,5,0,903267943.495,906220124.995
PSc440474,2012-10-09,22h18m53.301s,-0d26m25.85s,38,38,0,903267943.495,1002458080.495
PSc440488,2012-10-10,23h29m54.91s,-1d21m05.79s,4,4,0,903670290.995,904090454.495
PSc440488,2012-10-10,23h29m54.91s,-1d21m05.79s,10,10,0,903670290.995,940489795.995
PSc440504,2012-10-06,23h34m33.871s,-0d56m00.13s,13,13,0,750114429.495,909438198.995
PSc440504,2012-10-06,23h34m33.871s,-0d56m00.13s,18,18,0,750114429.495,938821941.495
PSc440509,2012-10-17,2h19m23.912s,-5d25m49.32s,22,22,0,782639919.995,911313859.995
PSc440509,2012-10-17,2h19m23.912s,-5d25m49.32s,47,47,0,782639919.995,973610728.495
PSc440531,2012-10-05,2h27m18.197s,-4d31m45.1s,121,121,0,752588381.495,911307944.995
PSc440531,2012-10-05,2h27m18.197s,-4d31m45.1s,175,175,0,751332712.495,973604811.995
PSc440616,2012-10-17,2h24m48.353s,-5d18m38.17s,24,24,0,784498298.495,911319774.995
PSc440616,2012-10-17,2h24m48.353s,-5d18m38.17s,49,49,0,784498298.495,976486006.995
PSc440639,2012-10-18,3h34m38.151s,-27d20m20.52s,26,26,0,754843160.995,913123878.995
PSc440639,2012-10-18,3h34m38.151s,-27d20m20.52s,63,63,0,754843160.995,975852313.495
PSc450054,2012-11-02,3h33m41.686s,-28d28m06.37s,39,39,0,818326901.495,913141623.995
PSc450054,2012-11-02,3h33m41.686s,-28d28m06.37s,88,88,0,818326901.495,975870052.995
PSc450080,2012-11-01,23h24m14.231s,-0d06m34.94s,8,8,0,745864565.995,908042147.995
PSc450080,2012-11-01,23h24m14.231s,-0d06m34.94s,14,14,0,745864565.995,940626019.495
PSc450087,2012-11-05,2h28m08.198s,-3d35m11.13s,17,17,0,753659674.995,911290819.995
PSc450087,2012-11-05,2h28m08.198s,-3d35m11.13s,42,42,0,753659674.995,974432873.995
PSc450107,2012-11-01,23h29m43.742s,-1d31m13.01s,4,4,0,903670290.995,904090454.495
PSc450107,2012-11-01,23h29m43.742s,-1d31m13.01s,10,10,0,903670290.995,940489795.995
PSc450200,2012-11-01,23h24m00.288s,-0d31m51.68s,6,6,0,745864565.995,908036234.495
PSc450200,2012-11-01,23h24m00.288s,-0d31m51.68s,12,12,0,745864565.995,940626019.495
PSc450238,2012-11-01,23h27m28.087s,0d06m59.31s,90,90,0,745852726.495,904078619.495
PSc450238,2012-11-01,23h27m28.087s,0d06m59.31s,110,110,0,745852726.495,940667425.995
PSc450247,2012-11-01,23h27m56.057s,0d14m58.16s,100,100,0,745852726.495,904078619.495
PSc450247,2012-11-01,23h27m56.057s,0d14m58.16s,122,122,0,745852726.495,940667425.995
PSc450256,2012-11-02,3h27m03.781s,-27d16m35.52s,32,32,0,818237995.995,913135708.495
PSc450256,2012-11-02,3h27m03.781s,-27d16m35.52s,63,63,0,818237995.995,975864137.995
PSc450274,2012-10-17,23h31m08.592s,0d22m56.41s,185,185,0,745852726.495,909461422.495
PSc450274,2012-10-17,23h31m08.592s,0d22m56.41s,207,207,0,745852726.495,940483695.495
PSc450311,2012-11-11,8h49m30.362s,44d13m35.84s,8,8,0,855760981.495,890489522.995
PSc450311,2012-11-11,8h49m30.362s,44d13m35.84s,9,9,0,851731756.995,890489522.995
PSc450335,2011-02-05,2h24m21.954s,-3d47m19.34s,30,30,0,753659662.995,911302029.495
PSc450335,2011-02-05,2h24m21.954s,-3d47m19.34s,76,76,0,753659662.995,973598900.495
PSc450344,2012-11-09,22h18m41.954s,1d15m05.37s,1,1,0,870244013.495,870244013.495
PSc450344,2012-11-09,22h18m41.954s,1d15m05.37s,5,5,0,870244012.995,1002451903.495
PSc460002,2012-12-07,8h45m26.985s,44d04m32.43s,10,10,0,758288618.995,890377090.995
PSc460002,2012-12-07,8h45m26.985s,44d04m32.43s,11,11,0,758288618.995,890377090.995
PSc460003,2012-12-07,8h35m20.521s,43d51m19.64s,3,3,0,855719709.995,886188622.495
PSc460003,2012-12-07,8h35m20.521s,43d51m19.64s,5,5,0,851442034.495,947494313.995
PSc460004,2012-11-20,2h24m08.271s,-3d27m51.06s,24,24,0,753659662.995,911290197.995
PSc460004,2012-11-20,2h24m08.271s,-3d27m51.06s,69,69,0,753659662.995,973587068.995
PSc460005,2012-11-20,2h24m28.473s,-5d37m07.04s,24,24,0,784498298.495,911319774.995
PSc460005,2012-11-20,2h24m28.473s,-5d37m07.04s,47,47,0,784498298.495,976486006.995
PSc460019,2012-12-07,2h26m09.86s,-5d00m27.74s,123,123,0,752588381.495,911319774.995
PSc460019,2012-12-07,2h26m09.86s,-5d00m27.74s,170,170,0,751332712.495,976486006.995
PSc460026,2012-12-07,8h41m50.104s,43d44m03.68s,7,7,0,855720272.995,890388923.495
PSc460026,2012-12-07,8h41m50.104s,43d44m03.68s,8,8,0,851442606.995,890388923.495
PSc460038,2012-12-07,8h35m44.572s,44d01m31.66s,3,3,0,855719709.995,886188593.995
PSc460038,2012-12-07,8h35m44.572s,44d01m31.66s,5,5,0,851442034.495,947494313.995
PSc460054,2012-11-19,8h45m51.93s,45d01m36.74s,10,10,0,855760841.495,890488881.995
PSc460054,2012-11-19,8h45m51.93s,45d01m36.74s,11,11,0,851731610.995,890488881.995
PSc460063,2012-12-07,2h22m01.878s,-3d03m05.81s,25,25,0,784504322.995,911284282.495
PSc460063,2012-12-07,2h22m01.878s,-3d03m05.81s,51,51,0,784504322.995,973581155.495
PSc460065,2012-12-07,3h32m12.162s,-26d42m02.08s,33,33,0,818267697.495,913117963.995
PSc460065,2012-12-07,3h32m12.162s,-26d42m02.08s,62,62,0,818267697.495,975846390.995
PSc460067,2012-12-07,3h32m59.804s,-26d41m19.15s,33,33,0,818267697.495,913117963.995
PSc460067,2012-12-07,3h32m59.804s,-26d41m19.15s,62,62,0,818267697.495,975846390.995
PSc460082,2012-12-07,2h19m41.093s,-4d52m48.58s,22,22,0,782639919.995,911313859.995
PSc460082,2012-12-07,2h19m41.093s,-4d52m48.58s,84,84,0,782639919.995,975917379.495
PSc460105,2012-12-21,8h37m28.775s,44d02m42.98s,3,3,0,886188593.495,890075403.995
PSc460105,2012-12-21,8h37m28.775s,44d02m42.98s,5,5,0,851442034.495,947494313.995
PSc470041,2012-12-28,8h45m21.004s,44d45m17.25s,13,13,0,758288618.995,890488920.995
PSc470041,2012-12-28,8h45m21.004s,44d45m17.25s,14,14,0,758288618.995,890488920.995
PSc470110,2013-01-08,3h28m16.936s,-28d37m23.97s,28,28,0,754493199.495,913112048.995
PSc470110,2013-01-08,3h28m16.936s,-28d37m23.97s,56,56,0,754493199.495,975840475.495
PSc470114,2013-01-10,3h31m29.409s,-28d18m02.43s,76,76,0,752428627.995,913129793.495
PSc470114,2013-01-10,3h31m29.409s,-28d18m02.43s,216,216,0,752428627.995,975858221.995
PSc470244,2013-01-19,8h41m37.865s,43d46m17.4s,7,7,0,855720272.995,890388923.495
PSc470244,2013-01-19,8h41m37.865s,43d46m17.4s,8,8,0,851442606.995,890388923.495
PSc480003,2013-02-01,10h46m33.3s,56d47m26.63s,27,27,0,821048458.495,894559545.995
PSc480003,2013-02-01,10h46m33.3s,56d47m26.63s,27,27,0,821048458.495,894559545.995
PSc480035,2013-01-21,9h56m53.051s,1d25m10.23s,17,17,0,823013318.995,890448091.995
PSc480035,2013-01-21,9h56m53.051s,1d25m10.23s,38,38,0,794753038.995,981898030.495
PSc480042,2013-01-27,10h50m48.81s,57d55m04.11s,22,22,0,759027784.995,824332454.495
PSc480042,2013-01-27,10h50m48.81s,57d55m04.11s,46,46,0,759027784.995,948109488.995
PSc480126,2013-01-24,8h43m08.035s,45d37m15.95s,13,13,0,758288312.495,890365257.495
PSc480126,2013-01-24,8h43m08.035s,45d37m15.95s,13,13,0,758288312.495,890365257.495
PSc480162,2013-02-01,10h00m37.334s,2d45m23.41s,134,134,0,760447835.995,890454008.495
PSc480162,2013-02-01,10h00m37.334s,2d45m23.41s,175,175,0,760447835.995,981903943.995
PSc480173,2013-01-21,10h00m15.088s,3d14m40.52s,32,32,0,823012816.995,890454008.495
PSc480173,2013-01-21,10h00m15.088s,3d14m40.52s,73,73,0,823012816.995,981903943.995
PSc480179,2013-01-31,12h18m51.711s,45d54m28.1s,5,5,0,793681859.495,924760231.495
PSc480179,2013-01-31,12h18m51.711s,45d54m28.1s,8,8,0,793681859.495,924760231.495
PSc480180,2013-01-31,12h20m19.939s,45d43m32.07s,4,4,0,764258609.995,924760231.495
PSc480180,2013-01-31,12h20m19.939s,45d43m32.07s,7,7,0,764258609.995,924760231.495
PSc480189,2013-01-10,8h47m34.128s,44d15m03.04s,8,8,0,855760981.495,890489522.995
PSc480189,2013-01-10,8h47m34.128s,44d15m03.04s,9,9,0,851731756.995,890489522.995
PSc480193,2013-01-27,10h47m24.696s,57d52m27.71s,10,10,0,793404143.995,821302837.495
PSc480193,2013-01-27,10h47m24.696s,57d52m27.71s,23,23,0,789889025.495,821302837.495
PSc480195,2013-01-27,10h56m01.292s,58d21m17.28s,18,18,0,759027490.995,918164178.495
PSc480195,2013-01-27,10h56m01.292s,58d21m17.28s,38,38,0,759027490.995,918164178.495
PSc480214,2013-01-27,10h44m56.075s,58d55m19.96s,24,24,0,759027917.495,856276825.495
PSc480214,2013-01-27,10h44m56.075s,58d55m19.96s,49,49,0,759027917.495,856276825.495
PSc480315,2013-02-08,12h19m19.678s,46d18m03.21s,9,9,0,764258461.995,895151372.995
PSc480315,2013-02-08,12h19m19.678s,46d18m03.21s,10,10,0,764258461.995,895151372.995
PSc480348,2013-02-08,10h03m57.653s,1d43m13.8s,19,19,0,823012601.495,890394840.495
PSc480348,2013-02-08,10h03m57.653s,1d43m13.8s,42,42,0,794753777.495,984731032.495
PSc480371,2013-02-08,12h18m09.181s,46d27m05.38s,17,17,0,764258461.995,895151372.995
PSc480371,2013-02-08,12h18m09.181s,46d27m05.38s,18,18,0,764258461.995,895151372.995
PSc480378,2013-02-05,12h24m42.852s,46d39m50.95s,3,3,0,793913772.495,857127299.995
PSc480378,2013-02-05,12h24m42.852s,46d39m50.95s,4,4,0,793913772.495,857127299.995
PSc480427,2013-02-03,12h26m21.785s,46d42m40.95s,3,3,0,793913772.495,857127299.995
PSc480427,2013-02-03,12h26m21.785s,46d42m40.95s,4,4,0,793913772.495,857127299.995
PSc480500,2013-01-31,12h20m37.343s,48d11m18.09s,10,10,0,856531186.995,895169130.495
PSc480500,2013-01-31,12h20m37.343s,48d11m18.09s,10,10,0,856531186.995,895169130.495
PSc480560,2013-02-05,10h55m27.226s,58d10m54.78s,29,29,0,759027490.995,918164178.495
PSc480560,2013-02-05,10h55m27.226s,58d10m54.78s,59,59,0,759027490.995,918164178.495
PSc480630,2013-01-21,9h58m40.671s,2d19m19.93s,132,132,0,760447835.995,890442175.495
PSc480630,2013-01-21,9h58m40.671s,2d19m19.93s,176,176,0,760447835.995,983690034.495
PSc480635,2010-04-04,9h59m56.024s,2d33m33.52s,139,139,0,760447835.995,890442175.495
PSc480644,2013-02-08,10h47m45.454s,58d15m36.92s,11,11,0,759027784.995,821302837.495
PSc480644,2013-02-08,10h47m45.454s,58d15m36.92s,25,25,0,759027784.995,948109488.995
PSc480732,2013-02-02,12h21m47.956s,47d34m23.2s,13,13,0,793913645.995,924843779.495
PSc480732,2013-02-02,12h21m47.956s,47d34m23.2s,16,16,0,793913645.995,924843779.495
PSc480791,2013-02-14,10h00m05.032s,1d10m45.08s,40,40,0,823018949.495,890448091.995
PSc480791,2013-02-14,10h00m05.032s,1d10m45.08s,85,85,0,794753484.995,981898046.495
PSc480813,2013-02-03,8h42m07.583s,43d33m02.69s,7,7,0,855720412.995,890388923.495
PSc480813,2013-02-03,8h42m07.583s,43d33m02.69s,8,8,0,851442606.995,890388923.495
PSc480844,2010-03-09,12h14m37.622s,46d21m36.31s,10,10,0,886916000.995,895133614.995
PSc480844,2010-03-09,12h14m37.622s,46d21m36.31s,10,10,0,886916000.995,895133614.995
PSc480925,2013-02-09,8h45m17.423s,45d22m49.93s,9,9,0,758288312.495,890359340.995
PSc480925,2013-02-09,8h45m17.423s,45d22m49.93s,9,9,0,758288312.495,890359340.995
PSc480930,2013-02-01,10h02m05.611s,3d08m42.54s,23,23,0,823012745.995,890454008.495
PSc480930,2013-02-01,10h02m05.611s,3d08m42.54s,43,43,0,823012745.995,981903943.995
PSc480943,2013-02-10,12h13m09.31s,48d03m18.03s,13,13,0,793752446.495,895163211.995
PSc480943,2013-02-10,12h13m09.31s,48d03m18.03s,14,14,0,793752446.495,895163211.995
PSc480945,2013-02-09,12h23m45.415s,48d10m21.14s,11,11,0,793912797.995,895169130.495
PSc480945,2013-02-09,12h23m45.415s,48d10m21.14s,12,12,0,793912797.995,895169130.495
PSc490001,2013-02-28,12h16m03.383s,46d17m48.64s,10,10,0,886916000.995,895133614.995
PSc490001,2013-02-28,12h16m03.383s,46d17m48.64s,10,10,0,886916000.995,895133614.995
PSc490007,2013-02-28,12h17m04.276s,46d37m38.91s,11,11,0,764258463.995,895133614.995
PSc490007,2013-02-28,12h17m04.276s,46d37m38.91s,11,11,0,764258463.995,895133614.995
PSc490008,2013-02-22,8h45m47.663s,44d25m14.18s,14,14,0,758288618.995,890489522.995
PSc490008,2013-02-22,8h45m47.663s,44d25m14.18s,15,15,0,758288618.995,890489522.995
PSc490015,2013-02-28,12h13m51.615s,46d44m28.91s,10,10,0,886916000.995,895133614.995
PSc490015,2013-02-28,12h13m51.615s,46d44m28.91s,10,10,0,886916000.995,895133614.995
PSc490037,2013-03-03,9h59m49.727s,0d48m59.82s,17,17,0,823018949.495,885821816.995
PSc490037,2013-03-03,9h59m49.727s,0d48m59.82s,19,19,0,794753354.495,984690250.995
PSc490156,2013-03-03,10h04m06.306s,1d32m33.88s,8,8,0,764170500.495,885597207.495
PSc490156,2013-03-03,10h04m06.306s,1d32m33.88s,13,13,0,764170500.495,984731032.495
PSc490191,2013-03-03,10h47m57.366s,57d37m30.58s,26,26,0,793404143.995,894559545.995
PSc490191,2013-03-03,10h47m57.366s,57d37m30.58s,39,39,0,789889025.495,894559545.995
PSc490199,2013-03-06,12h25m47.157s,46d26m13.29s,3,3,0,793913772.495,857127299.995
PSc490199,2013-03-06,12h25m47.157s,46d26m13.29s,4,4,0,793913772.495,857127299.995
PSc490203,2009-06-18,12h25m13.635s,46d30m55.86s,3,3,0,793913772.495,857127299.995
PSc490203,2009-06-18,12h25m13.635s,46d30m55.86s,4,4,0,793913772.495,857127299.995
PSc490402,2013-03-03,8h43m02.525s,45d03m21.34s,7,7,0,758288312.495,890412591.495
PSc490402,2013-03-03,8h43m02.525s,45d03m21.34s,7,7,0,758288312.495,890412591.495
PSc490403,2013-02-09,8h42m47.095s,44d56m47.4s,7,7,0,758288312.495,890412591.495
PSc490403,2013-02-09,8h42m47.095s,44d56m47.4s,7,7,0,758288312.495,890412591.495
PSc490434,2013-02-14,12h12m33.632s,47d30m08.62s,9,9,0,886904406.995,895163211.995
PSc490434,2013-02-14,12h12m33.632s,47d30m08.62s,9,9,0,886904406.995,895163211.995
PSc490442,2010-06-12,12h19m50.377s,47d49m36.97s,14,14,0,856531186.995,924843033.495
PSc490442,2010-06-12,12h19m50.377s,47d49m36.97s,16,16,0,795202898.995,924843033.495
PSc490488,2013-03-03,8h39m40.256s,45d37m02.44s,8,8,0,855719428.495,890365257.495
PSc490488,2013-03-03,8h39m40.256s,45d37m02.44s,9,9,0,851441748.995,890365257.495
PSc490579,2011-05-27,12h12m23.34s,47d48m45.49s,9,9,0,886904406.995,895163211.995
PSc490579,2011-05-27,12h12m23.34s,47d48m45.49s,9,9,0,886904406.995,895163211.995
PSc500001,2013-04-01,9h57m25.711s,0d53m04.28s,19,19,0,823013318.995,890448091.995
PSc500001,2013-04-01,9h57m25.711s,0d53m04.28s,40,40,0,794753038.995,981898030.495
PSc500009,2010-05-06,12h23m20.007s,46d15m46.9s,11,11,0,793913772.495,895151372.995
PSc500009,2010-05-06,12h23m20.007s,46d15m46.9s,13,13,0,793913772.495,895151372.995
PSc500016,2013-04-01,14h10m35.59s,52d24m28.75s,20,20,0,925505565.995,984175199.995
PSc500018,2013-04-01,10h00m15.754s,1d35m53.69s,115,115,0,760459675.495,890436258.495
PSc500018,2013-04-01,10h00m15.754s,1d35m53.69s,163,163,0,760459675.495,983690034.495
PSc500020,2010-03-09,14h13m42.163s,52d28m14.71s,30,11,19,925499660.495,984169271.995
PSc500025,2013-04-01,14h10m23.046s,52d33m12.33s,20,20,0,925505565.995,984175199.995
PSc500032,2013-04-01,14h13m00.349s,53d10m06.18s,12,12,0,925985068.995,984175199.995
PSc500035,2013-03-18,10h00m06.499s,2d22m25.31s,233,233,0,760447835.995,890442175.495
PSc500035,2013-03-18,10h00m06.499s,2d22m25.31s,295,295,0,760447835.995,983690034.495
PSc500043,2011-01-11,9h59m44.791s,2d18m08.08s,231,231,0,760447835.995,890442175.495
PSc500043,2011-01-11,9h59m44.791s,2d18m08.08s,292,281,11,760447835.995,983690034.495
PSc500049,2013-03-19,10h02m19.987s,2d59m50.12s,24,24,0,760803072.495,890454008.495
PSc500049,2013-03-19,10h02m19.987s,2d59m50.12s,45,45,0,760803072.495,981903943.995
PSc500057,2013-04-01,14h17m53.648s,53d50m30.07s,4,4,0,925481897.995,926345935.995
PSc500057,2013-04-01,14h17m53.648s,53d50m30.07s,18,18,0,925481897.995,984151532.995
PSc500065,2010-05-09,14h16m21.03s,54d08m05.62s,4,4,0,925475983.495,926340020.995
PSc500065,2010-05-09,14h16m21.03s,54d08m05.62s,18,16,2,925475983.495,984145662.995
PSc500067,2013-04-01,14h09m37.965s,54d12m25.07s,4,4,0,925487814.995,926351852.995
PSc500067,2013-04-01,14h09m37.965s,54d12m25.07s,18,18,0,925487814.995,984157444.995
PSc500074,2013-04-02,12h20m22.04s,45d39m28.77s,4,4,0,764258609.995,924760231.495
PSc500074,2013-04-02,12h20m22.04s,45d39m28.77s,6,6,0,764258609.995,924760231.495
PSc500078,2013-04-01,14h14m05.485s,52d26m06.97s,19,19,0,925499660.495,984169271.995
PSc500091,2013-04-02,8h41m30.619s,44d19m03.62s,8,8,0,758288537.995,890412591.495
PSc500091,2013-04-02,8h41m30.619s,44d19m03.62s,10,10,0,758288537.995,947512051.495
PSc500093,2013-04-01,9h57m02.673s,2d34m38.36s,33,33,0,823013032.995,918447617.495
PSc500093,2013-04-01,9h57m02.673s,2d34m38.36s,76,76,0,823013032.995,1011477330.995
PSc500099,2013-03-21,8h40m08.622s,45d17m10.32s,9,9,0,758288312.495,890365257.495
PSc500099,2013-03-21,8h40m08.622s,45d17m10.32s,10,10,0,758288312.495,890365257.495
PSc500100,2013-04-01,8h46m33.246s,45d21m22.15s,8,8,0,855760841.495,890359340.995
